job_id,asset_id,section_id,department,job_type,criticality,condition_score,age_days,days_since_last_maint,dept_code,safety_code,section_speed,section_length,is_statutory,latent_degradation_factor,true_priority,true_duration_p50,true_duration_p90,cost_of_waiting
HIST-JOB-00131,AST-S_A-0257,SEC-GZB-ALJN-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.733,228,240,2,2,140,106.0,1,0.5,0.593,46,60,3.9
HIST-JOB-00132,AST-ENG-0089,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.973,1905,62,0,0,130,25.5,0,0.824,0.203,24,56,0.57
HIST-JOB-00133,AST-ENG-0027,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.596,710,196,0,2,130,25.5,0,0.798,0.625,62,111,4.29
HIST-JOB-00134,AST-TRD-0171,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.866,1410,58,1,1,130,25.5,0,1.146,0.39,66,79,1.84
HIST-JOB-00135,AST-ENG-0287,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.565,1330,345,0,3,130,302.0,0,0.712,0.571,84,134,3.65
HIST-JOB-00136,AST-S_A-0217,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.859,1405,75,2,2,130,302.0,0,0.764,0.435,43,53,2.24
HIST-JOB-00137,AST-S_A-0040,SEC-NDLS-GZB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.718,937,184,2,2,130,25.5,0,0.898,0.602,46,74,4.01
HIST-JOB-00138,AST-TRD-0068,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.663,2139,286,1,1,130,25.5,1,0.907,0.469,52,89,2.56
HIST-JOB-00139,AST-S_A-0146,SEC-NDLS-GZB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.531,738,234,2,2,130,25.5,0,1.247,0.709,41,64,5.38
HIST-JOB-00140,AST-S_A-0293,SEC-NDLS-GZB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.872,1039,168,2,0,130,25.5,0,1.065,0.306,23,46,1.19
HIST-JOB-00141,AST-S_A-0129,SEC-GZB-ALJN-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.608,2119,280,2,0,140,106.0,1,1.053,0.46,36,46,2.47
HIST-JOB-00142,AST-ENG-0043,SEC-ALJN-CNB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.591,2028,200,0,2,130,302.0,0,1.073,0.641,55,99,4.49
HIST-JOB-00143,AST-ENG-0213,SEC-GZB-ALJN-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.942,1851,56,0,0,140,106.0,0,0.715,0.455,83,110,2.42
HIST-JOB-00144,AST-ENG-0051,SEC-GZB-ALJN-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.666,2116,201,0,2,140,106.0,0,0.941,0.697,52,100,5.22
HIST-JOB-00145,AST-TRD-0132,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.891,1995,81,1,1,130,25.5,0,1.133,0.387,49,75,1.81
HIST-JOB-00146,AST-TRD-0235,SEC-NDLS-GZB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.918,1793,66,1,1,130,25.5,1,0.719,0.427,59,98,2.16
HIST-JOB-00147,AST-ENG-0181,SEC-NDLS-GZB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.399,127,333,0,3,130,25.5,1,1.152,0.658,95,125,4.71
HIST-JOB-00148,AST-TRD-0279,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.841,1766,105,1,1,130,302.0,0,0.982,0.405,34,71,1.97
HIST-JOB-00149,AST-ENG-0054,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.682,1644,201,0,0,140,106.0,0,1.052,0.511,48,67,2.99
HIST-JOB-00150,AST-TRD-0246,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.64,241,190,1,1,130,25.5,1,1.045,0.52,61,97,3.08
HIST-JOB-00151,AST-ENG-0159,SEC-NDLS-GZB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.955,1934,28,0,0,130,25.5,1,1.399,0.425,73,120,2.14
HIST-JOB-00152,AST-S_A-0170,SEC-ALJN-CNB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.784,1999,139,2,2,130,302.0,0,1.072,0.539,28,65,3.29
HIST-JOB-00153,AST-TRD-0255,SEC-NDLS-GZB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.681,1698,235,1,1,130,25.5,0,1.082,0.455,52,87,2.42
HIST-JOB-00154,AST-S_A-0151,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.917,1152,52,2,2,130,302.0,0,0.848,0.438,47,87,2.26
HIST-JOB-00155,AST-TRD-0022,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.569,1315,238,1,1,130,25.5,0,1.322,0.553,58,89,3.44
HIST-JOB-00156,AST-S_A-0187,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.724,1841,150,2,2,130,302.0,1,0.842,0.525,62,82,3.14
HIST-JOB-00157,AST-ENG-0291,SEC-NDLS-GZB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.98,1854,27,0,0,130,25.5,0,1.213,0.427,83,122,2.16
HIST-JOB-00158,AST-ENG-0071,SEC-ALJN-CNB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.226,688,357,0,2,130,302.0,1,1.131,0.873,54,108,7.83
HIST-JOB-00159,AST-S_A-0135,SEC-GZB-ALJN-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.98,524,23,2,2,140,106.0,0,0.92,0.409,59,73,2.0
HIST-JOB-00160,AST-TRD-0063,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.941,1887,119,1,1,130,302.0,0,0.707,0.275,52,71,0.98
HIST-JOB-00161,AST-ENG-0034,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.98,1883,54,0,0,130,25.5,0,0.5,0.281,33,62,1.02
HIST-JOB-00162,AST-TRD-0122,SEC-GZB-ALJN-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.772,705,336,1,1,140,106.0,0,0.5,0.482,48,74,2.69
HIST-JOB-00163,AST-S_A-0246,SEC-NDLS-GZB-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.703,1974,292,2,0,130,25.5,1,0.791,0.541,44,77,3.31
HIST-JOB-00164,AST-S_A-0066,SEC-GZB-ALJN-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.908,362,74,2,2,140,106.0,0,1.378,0.368,38,51,1.65
HIST-JOB-00165,AST-ENG-0266,SEC-NDLS-GZB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.969,286,73,0,0,130,25.5,1,0.5,0.393,79,121,1.86
HIST-JOB-00166,AST-TRD-0274,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.81,1086,110,1,1,130,25.5,1,0.976,0.406,51,89,1.97
HIST-JOB-00167,AST-ENG-0015,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.847,691,97,0,3,130,302.0,0,0.788,0.386,100,126,1.8
HIST-JOB-00168,AST-ENG-0280,SEC-NDLS-GZB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.68,1144,343,0,3,130,25.5,0,0.665,0.55,82,140,3.41
HIST-JOB-00169,AST-TRD-0238,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.685,1723,162,1,1,130,302.0,1,1.277,0.465,55,85,2.52
HIST-JOB-00170,AST-TRD-0067,SEC-GZB-ALJN-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.678,648,170,1,1,140,106.0,0,1.11,0.573,63,97,3.67
HIST-JOB-00171,AST-S_A-0215,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.882,1970,72,2,2,130,302.0,1,0.797,0.468,51,82,2.55
HIST-JOB-00172,AST-TRD-0256,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.466,1401,305,1,1,130,25.5,1,1.188,0.621,48,69,4.24
HIST-JOB-00173,AST-TRD-0254,SEC-GZB-ALJN-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.445,2130,244,1,1,140,106.0,0,1.596,0.673,43,79,4.9
HIST-JOB-00174,AST-S_A-0024,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.833,93,65,2,0,140,106.0,0,0.964,0.446,44,66,2.34
HIST-JOB-00175,AST-S_A-0061,SEC-NDLS-GZB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.916,1242,47,2,2,130,25.5,0,0.851,0.426,46,66,2.15
HIST-JOB-00176,AST-ENG-0261,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.75,1673,201,0,0,130,25.5,0,1.179,0.364,26,46,1.62
HIST-JOB-00177,AST-S_A-0164,SEC-ALJN-CNB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.511,1424,252,2,2,130,302.0,0,1.068,0.676,31,55,4.94
HIST-JOB-00178,AST-ENG-0244,SEC-GZB-ALJN-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.399,1285,313,0,0,140,106.0,1,0.983,0.809,90,119,6.83
HIST-JOB-00179,AST-ENG-0243,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.593,1766,308,0,0,140,106.0,0,0.941,0.541,57,67,3.31
HIST-JOB-00180,AST-TRD-0076,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.92,992,36,1,1,130,302.0,0,1.5,0.279,56,77,1.0
HIST-JOB-00181,AST-TRD-0257,SEC-NDLS-GZB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.955,841,19,1,1,130,25.5,0,0.651,0.318,38,68,1.27
HIST-JOB-00182,AST-S_A-0193,SEC-ALJN-CNB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.821,315,80,2,0,130,302.0,0,1.094,0.423,47,71,2.13
HIST-JOB-00183,AST-TRD-0248,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.648,1511,356,1,1,130,25.5,0,0.701,0.538,55,94,3.28
HIST-JOB-00184,AST-TRD-0107,SEC-NDLS-GZB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.646,1202,295,1,1,130,25.5,0,0.604,0.681,61,107,5.01
HIST-JOB-00185,AST-S_A-0075,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.85,1180,157,2,0,140,106.0,0,0.682,0.442,44,66,2.3
HIST-JOB-00186,AST-TRD-0104,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.883,1238,50,1,1,130,25.5,0,1.26,0.417,57,76,2.07
HIST-JOB-00187,AST-TRD-0052,SEC-ALJN-CNB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.839,1040,134,1,1,130,302.0,0,0.955,0.398,44,66,1.9
HIST-JOB-00188,AST-S_A-0244,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.887,1994,61,2,2,140,106.0,0,1.17,0.373,27,53,1.69
HIST-JOB-00189,AST-S_A-0274,SEC-ALJN-CNB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.824,1375,156,2,0,130,302.0,1,1.201,0.386,50,62,1.8
HIST-JOB-00190,AST-ENG-0149,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.906,1771,100,0,2,130,25.5,0,0.567,0.453,67,95,2.4
HIST-JOB-00191,AST-ENG-0240,SEC-NDLS-GZB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.798,1432,155,0,2,130,25.5,0,0.898,0.48,56,106,2.67
HIST-JOB-00192,AST-TRD-0173,SEC-NDLS-GZB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.807,521,179,1,1,130,25.5,0,1.101,0.384,42,65,1.79
HIST-JOB-00193,AST-TRD-0245,SEC-ALJN-CNB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.668,1720,228,1,1,130,302.0,0,0.925,0.506,47,74,2.93
HIST-JOB-00194,AST-TRD-0299,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.761,87,143,1,1,130,25.5,0,0.99,0.485,57,84,2.72
HIST-JOB-00195,AST-ENG-0160,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.549,314,351,0,0,140,106.0,0,0.781,0.61,53,82,4.11
HIST-JOB-00196,AST-ENG-0192,SEC-ALJN-CNB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.73,1268,198,0,3,130,302.0,1,1.145,0.388,106,159,1.82
HIST-JOB-00197,AST-S_A-0271,SEC-ALJN-CNB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.841,954,136,2,2,130,302.0,0,0.731,0.398,38,54,1.9
HIST-JOB-00198,AST-S_A-0085,SEC-NDLS-GZB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.98,519,41,2,2,130,25.5,1,0.695,0.355,59,74,1.55
HIST-JOB-00199,AST-TRD-0213,SEC-ALJN-CNB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.969,2062,56,1,1,130,302.0,1,0.647,0.365,51,91,1.63
HIST-JOB-00200,AST-S_A-0002,SEC-ALJN-CNB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.657,296,296,2,0,130,302.0,0,0.839,0.459,29,43,2.46
HIST-JOB-00201,AST-TRD-0147,SEC-ALJN-CNB-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.371,321,287,1,1,130,302.0,1,1.235,0.847,67,86,7.42
HIST-JOB-00202,AST-S_A-0194,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.574,614,338,2,2,130,25.5,0,0.978,0.57,34,54,3.64
HIST-JOB-00203,AST-S_A-0066,SEC-NDLS-GZB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.413,604,344,2,2,130,25.5,0,0.849,0.762,39,61,6.13
HIST-JOB-00204,AST-TRD-0127,SEC-NDLS-GZB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.724,153,162,1,1,130,25.5,0,0.903,0.497,44,62,2.84
HIST-JOB-00205,AST-S_A-0106,SEC-GZB-ALJN-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.98,522,26,2,0,140,106.0,0,1.091,0.263,20,42,0.9
HIST-JOB-00206,AST-ENG-0225,SEC-NDLS-GZB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.686,197,238,0,3,130,25.5,1,0.757,0.481,83,137,2.68
HIST-JOB-00207,AST-TRD-0296,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.948,291,81,1,1,130,302.0,0,1.102,0.326,50,65,1.33
HIST-JOB-00208,AST-TRD-0286,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.928,1296,83,1,1,130,25.5,0,0.995,0.36,55,76,1.59
HIST-JOB-00209,AST-ENG-0214,SEC-ALJN-CNB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.661,252,186,0,0,130,302.0,0,0.862,0.645,82,132,4.54
HIST-JOB-00210,AST-S_A-0074,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.764,1288,202,2,2,130,25.5,0,0.866,0.496,29,49,2.83
HIST-JOB-00211,AST-S_A-0048,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.846,609,208,2,0,130,25.5,0,0.5,0.333,31,46,1.38
HIST-JOB-00212,AST-TRD-0287,SEC-NDLS-GZB-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.542,1159,203,1,1,130,25.5,0,1.168,0.639,58,103,4.47
HIST-JOB-00213,AST-TRD-0105,SEC-GZB-ALJN-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.98,1301,17,1,1,140,106.0,0,1.139,0.417,67,92,2.07
HIST-JOB-00214,AST-S_A-0263,SEC-NDLS-GZB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.638,1377,154,2,2,130,25.5,0,1.158,0.642,35,56,4.5
HIST-JOB-00215,AST-S_A-0075,SEC-GZB-ALJN-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.668,1983,173,2,0,140,106.0,0,1.574,0.544,50,62,3.34
HIST-JOB-00216,AST-ENG-0282,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.814,1770,161,0,0,140,106.0,0,0.877,0.454,44,75,2.41
HIST-JOB-00217,AST-TRD-0095,SEC-GZB-ALJN-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.587,2069,245,1,1,140,106.0,1,1.024,0.594,64,90,3.92
HIST-JOB-00218,AST-ENG-0119,SEC-ALJN-CNB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.934,198,48,0,2,130,302.0,0,1.388,0.425,65,94,2.14
HIST-JOB-00219,AST-ENG-0250,SEC-ALJN-CNB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.699,1927,201,0,3,130,302.0,0,1.102,0.54,97,146,3.3
HIST-JOB-00220,AST-ENG-0258,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.98,1744,16,0,0,130,25.5,0,1.132,0.337,46,60,1.41
HIST-JOB-00221,AST-S_A-0041,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.8,669,133,2,2,130,25.5,0,1.088,0.453,30,52,2.4
HIST-JOB-00222,AST-S_A-0017,SEC-GZB-ALJN-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.301,1940,299,2,2,140,106.0,1,1.286,0.866,44,90,7.72
HIST-JOB-00223,AST-ENG-0170,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.657,289,336,0,3,140,106.0,0,0.77,0.544,95,145,3.34
HIST-JOB-00224,AST-ENG-0024,SEC-ALJN-CNB-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.879,234,127,0,3,130,302.0,0,1.009,0.371,117,153,1.68
HIST-JOB-00225,AST-ENG-0204,SEC-ALJN-CNB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.743,194,101,0,3,130,302.0,0,1.478,0.498,100,129,2.85
HIST-JOB-00226,AST-ENG-0197,SEC-GZB-ALJN-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.61,725,298,0,3,140,106.0,0,0.906,0.611,99,135,4.12
HIST-JOB-00227,AST-ENG-0204,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.915,1476,37,0,0,130,302.0,1,0.952,0.309,41,59,1.21
HIST-JOB-00228,AST-TRD-0300,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.575,1179,240,1,1,130,25.5,0,1.105,0.577,60,80,3.72
HIST-JOB-00229,AST-S_A-0200,SEC-NDLS-GZB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.879,1069,47,2,2,130,25.5,0,1.029,0.488,47,57,2.75
HIST-JOB-00230,AST-TRD-0068,SEC-GZB-ALJN-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.947,496,56,1,1,140,106.0,0,1.071,0.353,55,78,1.53
HIST-JOB-00231,AST-ENG-0167,SEC-NDLS-GZB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.795,2158,218,0,3,130,25.5,0,0.711,0.453,101,144,2.4
HIST-JOB-00232,AST-S_A-0267,SEC-NDLS-GZB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.557,1255,221,2,2,130,25.5,0,1.065,0.674,34,63,4.92
HIST-JOB-00233,AST-ENG-0248,SEC-ALJN-CNB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.773,1293,147,0,0,130,302.0,0,0.9,0.525,85,119,3.14
HIST-JOB-00234,AST-ENG-0070,SEC-GZB-ALJN-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.792,1090,136,0,3,140,106.0,0,1.004,0.41,96,128,2.01
HIST-JOB-00235,AST-TRD-0070,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.673,1616,178,1,1,130,25.5,0,1.213,0.487,62,89,2.74
HIST-JOB-00236,AST-TRD-0252,SEC-GZB-ALJN-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.551,882,255,1,1,140,106.0,0,1.097,0.661,51,93,4.75
HIST-JOB-00237,AST-TRD-0282,SEC-GZB-ALJN-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.859,1669,196,1,1,140,106.0,0,0.672,0.434,49,60,2.23
HIST-JOB-00238,AST-ENG-0256,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.762,1950,117,0,0,130,302.0,0,1.211,0.472,50,81,2.59
HIST-JOB-00239,AST-ENG-0206,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.797,691,226,0,0,130,302.0,0,0.938,0.365,37,58,1.63
HIST-JOB-00240,AST-S_A-0128,SEC-ALJN-CNB-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.722,210,194,2,2,130,302.0,0,0.905,0.434,24,43,2.23
HIST-JOB-00241,AST-S_A-0262,SEC-NDLS-GZB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.678,1696,179,2,2,130,25.5,1,0.955,0.624,50,77,4.28
HIST-JOB-00242,AST-TRD-0013,SEC-GZB-ALJN-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.652,1592,210,1,1,140,106.0,0,0.943,0.539,36,66,3.29
HIST-JOB-00243,AST-S_A-0106,SEC-NDLS-GZB-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.98,411,69,2,0,130,25.5,0,0.842,0.356,42,69,1.56
HIST-JOB-00244,AST-S_A-0059,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.887,2010,59,2,0,140,106.0,0,0.647,0.405,41,56,1.97
HIST-JOB-00245,AST-ENG-0119,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.8,733,134,0,0,140,106.0,0,0.775,0.402,50,74,1.94
HIST-JOB-00246,AST-S_A-0231,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.787,815,105,2,2,130,302.0,1,0.968,0.503,46,56,2.9
HIST-JOB-00247,AST-S_A-0101,SEC-GZB-ALJN-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.929,1200,42,2,2,140,106.0,0,1.174,0.315,33,50,1.25
HIST-JOB-00248,AST-S_A-0201,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.726,1134,353,2,0,130,25.5,0,0.791,0.376,36,47,1.72
HIST-JOB-00249,AST-ENG-0069,SEC-GZB-ALJN-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.712,766,354,0,3,140,106.0,0,0.835,0.406,104,166,1.97
HIST-JOB-00250,AST-TRD-0071,SEC-NDLS-GZB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.835,1037,166,1,1,130,25.5,1,0.798,0.438,59,88,2.26
HIST-JOB-00251,AST-S_A-0028,SEC-GZB-ALJN-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.44,769,294,2,2,140,106.0,1,1.14,0.748,41,64,5.93
HIST-JOB-00252,AST-S_A-0210,SEC-NDLS-GZB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.843,2044,79,2,2,130,25.5,0,1.179,0.522,62,85,3.1
HIST-JOB-00253,AST-S_A-0116,SEC-GZB-ALJN-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.887,745,52,2,0,140,106.0,0,0.933,0.339,33,63,1.43
HIST-JOB-00254,AST-TRD-0059,SEC-NDLS-GZB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.638,1933,299,1,1,130,25.5,0,0.822,0.486,45,88,2.73
HIST-JOB-00255,AST-TRD-0153,SEC-ALJN-CNB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.681,230,235,1,1,130,302.0,1,1.106,0.344,57,72,1.46
HIST-JOB-00256,AST-ENG-0108,SEC-GZB-ALJN-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.742,1136,188,0,2,140,106.0,0,0.783,0.545,55,97,3.35
HIST-JOB-00257,AST-S_A-0276,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.806,630,115,2,2,130,302.0,0,0.797,0.537,59,78,3.27
HIST-JOB-00258,AST-ENG-0211,SEC-GZB-ALJN-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.743,1258,158,0,0,140,106.0,0,0.583,0.522,75,114,3.1
HIST-JOB-00259,AST-ENG-0073,SEC-GZB-ALJN-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.712,603,137,0,2,140,106.0,0,1.087,0.589,64,105,3.86
HIST-JOB-00260,AST-TRD-0264,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.686,1756,202,1,1,130,302.0,0,1.175,0.441,39,77,2.29
HIST-JOB-00261,AST-TRD-0235,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.748,2059,177,1,1,130,302.0,0,1.221,0.339,39,88,1.43
